,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_tsne
0,0.2,4,0.5337837837837838,0.44594594594594594
1,0.2,5,0.5611111111111112,0.47777777777777786
2,0.2,6,0.5733333333333334,0.5733333333333335
3,0.2,7,0.6309523809523809,0.5
4,0.2,8,0.5135135135135135,0.5472972972972973
5,0.2,9,0.5757575757575758,0.5272727272727273
6,0.2,10,0.5733333333333334,0.49999999999999994
7,0.2,11,0.5432098765432098,0.46296296296296297
8,0.2,12,0.6133333333333334,0.4733333333333334
9,0.2,13,0.5838509316770186,0.49068322981366463
10,0.2,14,0.5714285714285714,0.4965986394557823
11,0.2,15,0.6125,0.475
12,0.2,16,0.5694444444444444,0.4930555555555556
13,0.2,17,0.5228758169934641,0.4771241830065359
14,0.2,18,0.5972222222222223,0.4930555555555556
15,0.2,19,0.6333333333333332,0.5533333333333333
16,0.2,20,0.5666666666666668,0.49333333333333323
17,0.2,21,0.5064935064935064,0.48051948051948046
18,0.2,22,0.48251748251748255,0.4965034965034964
19,0.2,23,0.5641025641025641,0.5064102564102564
20,0.2,24,0.548611111111111,0.5277777777777778
21,0.2,25,0.5576923076923076,0.48076923076923067
22,0.2,26,0.5034965034965034,0.5244755244755245
23,0.2,27,0.6038961038961039,0.46753246753246747
24,0.2,28,0.5214285714285715,0.5357142857142857
25,0.2,29,0.56,0.5333333333333334
26,0.2,30,0.42666666666666664,0.48666666666666664
27,0.2,31,0.4791666666666667,0.4652777777777778
28,0.2,32,0.5,0.4583333333333333
29,0.2,33,0.457516339869281,0.522875816993464
30,0.2,34,0.625,0.5147058823529411
31,0.2,35,0.5138888888888888,0.5277777777777778
32,0.2,36,0.4513888888888889,0.4652777777777778
33,0.2,37,0.631578947368421,0.5328947368421053
34,0.2,38,0.518796992481203,0.4962406015037594
35,0.2,39,0.4642857142857143,0.4642857142857143
36,0.2,40,0.6142857142857142,0.5785714285714285
37,0.2,41,0.5510204081632654,0.5238095238095238
38,0.2,42,0.5782312925170068,0.489795918367347
39,0.2,43,0.5227272727272727,0.4545454545454546
40,0.2,44,0.5227272727272727,0.5151515151515151
41,0.2,45,0.5507246376811594,0.5217391304347826
42,0.2,46,0.49275362318840576,0.4710144927536232
43,0.2,47,0.5069444444444445,0.46527777777777785
44,0.2,48,0.513888888888889,0.46527777777777773
45,0.2,49,0.5,0.5133333333333333
46,0.2,50,0.52,0.5333333333333333
47,0.2,60,0.48,0.48666666666666664
48,0.2,70,0.5,0.4857142857142857
49,0.2,80,0.4749999999999999,0.44166666666666665
50,0.2,90,0.5333333333333333,0.4666666666666666
51,0.2,100,0.5266666666666667,0.54
52,0.2,150,0.5333333333333333,0.52
53,0.2,200,0.55,0.54
54,0.2,250,0.42400000000000004,0.42400000000000004
