,Noise_sigma,data_points_number,correct_predicted_percent_pca,correct_predicted_percent_trimap,correct_predicted_percent_tsne,correct_predicted_percent_umap
0,0,4,0.5405405405405406,0.6081081081081081,0.4797297297297297,0.6148648648648649
1,0,5,0.5611111111111112,0.6,0.5611111111111112,0.538888888888889
2,0,6,0.6400000000000001,0.5133333333333333,0.5600000000000002,0.47333333333333344
3,0,7,0.6190476190476191,0.4583333333333333,0.5833333333333334,0.5297619047619048
4,0,8,0.527027027027027,0.4797297297297297,0.5067567567567568,0.4797297297297297
5,0,9,0.5393939393939394,0.4666666666666667,0.509090909090909,0.48484848484848486
6,0,10,0.5399999999999999,0.45333333333333325,0.46,0.4066666666666666
7,0,11,0.5246913580246914,0.4444444444444444,0.4938271604938272,0.38271604938271614
8,0,12,0.6000000000000001,0.5266666666666667,0.48,0.54
9,0,13,0.5527950310559006,0.4968944099378881,0.5031055900621118,0.4968944099378882
10,0,14,0.5782312925170067,0.44217687074829926,0.42857142857142866,0.44217687074829937
11,0,15,0.5875,0.53125,0.46875,0.50625
12,0,16,0.5347222222222222,0.4791666666666667,0.4583333333333333,0.4722222222222222
13,0,17,0.5882352941176472,0.5098039215686275,0.4836601307189542,0.542483660130719
14,0,18,0.5625,0.5347222222222222,0.4444444444444444,0.5208333333333333
15,0,19,0.4933333333333333,0.52,0.5399999999999999,0.48000000000000004
16,0,20,0.5266666666666666,0.49333333333333335,0.48000000000000004,0.48000000000000004
17,0,21,0.512987012987013,0.4025974025974025,0.5194805194805194,0.3896103896103895
18,0,22,0.5384615384615384,0.48951048951048964,0.5594405594405595,0.4895104895104895
19,0,23,0.4551282051282052,0.38461538461538464,0.5448717948717948,0.3974358974358974
20,0,24,0.5208333333333334,0.4930555555555555,0.5416666666666666,0.5208333333333334
21,0,25,0.5705128205128205,0.5192307692307693,0.4935897435897436,0.4743589743589744
22,0,26,0.5034965034965034,0.5524475524475524,0.43356643356643354,0.5104895104895104
23,0,27,0.512987012987013,0.5324675324675324,0.5194805194805194,0.5
24,0,28,0.5357142857142857,0.5071428571428571,0.5285714285714286,0.48571428571428577
25,0,29,0.4333333333333334,0.4333333333333334,0.48,0.42666666666666664
26,0,30,0.5,0.4666666666666667,0.5466666666666666,0.4800000000000001
27,0,31,0.5555555555555556,0.5625,0.5138888888888888,0.5486111111111112
28,0,32,0.4791666666666667,0.5347222222222222,0.4652777777777778,0.5
29,0,33,0.5816993464052287,0.5686274509803921,0.49673202614379075,0.5816993464052287
30,0,34,0.47058823529411764,0.47058823529411764,0.4705882352941176,0.45588235294117646
31,0,35,0.4583333333333333,0.5138888888888888,0.47916666666666663,0.4444444444444445
32,0,36,0.41666666666666663,0.4861111111111111,0.4513888888888889,0.4444444444444445
33,0,37,0.5065789473684211,0.5460526315789473,0.5723684210526316,0.5263157894736842
34,0,38,0.5112781954887218,0.5187969924812029,0.5112781954887218,0.5037593984962406
35,0,39,0.5142857142857142,0.48571428571428577,0.5357142857142857,0.4928571428571429
36,0,40,0.557142857142857,0.55,0.5142857142857143,0.5
37,0,41,0.5850340136054422,0.5374149659863946,0.5238095238095238,0.5714285714285714
38,0,42,0.5306122448979592,0.5102040816326531,0.4965986394557823,0.5170068027210883
39,0,43,0.46212121212121215,0.5151515151515151,0.47727272727272724,0.45454545454545453
40,0,44,0.4166666666666667,0.4166666666666667,0.40151515151515155,0.4242424242424243
41,0,45,0.463768115942029,0.4275362318840579,0.4130434782608696,0.4565217391304348
42,0,46,0.5,0.43478260869565216,0.463768115942029,0.43478260869565216
43,0,47,0.5416666666666666,0.4930555555555555,0.5138888888888888,0.5138888888888888
44,0,48,0.45138888888888884,0.4166666666666666,0.4444444444444444,0.451388888888889
45,0,49,0.5466666666666667,0.5133333333333333,0.48666666666666664,0.5
46,0,50,0.58,0.5733333333333334,0.54,0.56
47,0,60,0.45999999999999996,0.48666666666666664,0.47333333333333344,0.47333333333333344
48,0,70,0.40714285714285714,0.40714285714285714,0.41428571428571437,0.41428571428571437
49,0,80,0.5333333333333333,0.5583333333333333,0.55,0.5583333333333333
50,0,90,0.46666666666666673,0.4666666666666666,0.4740740740740741,0.48148148148148145
51,0,100,0.5866666666666668,0.5800000000000001,0.5800000000000001,0.5933333333333334
52,0,150,0.5866666666666667,0.5733333333333334,0.58,0.5866666666666667
53,0,200,0.5,0.49,0.51,0.51
54,0,250,0.536,0.528,0.56,0.56
